date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
"2024-02-22","146.12","146.2","144.01","145.32","144.64","23024707","23024707","-0.8","-0.5475","145.4125","February 22, 24","-0.005475",
"2024-02-21","142.64","143.98","141.91","143.84","143.17","16499600","16499600","1.2","0.84128","143.0925","February 21, 24","0.0084128",
"2024-02-20","140.94","143.33","140.8","142.2","141.54","18625600","18625600","1.26","0.894","141.8175","February 20, 24","0.00894",
"2024-02-16","144.21","144.48","141.52","141.76","141.1","21865118","21865118","-2.45","-1.7","142.9925","February 16, 24","-0.017",
"2024-02-15","144.46","144.76","141.88","143.94","143.27","26724305","26724305","-0.52","-0.35996","143.76","February 15, 24","-0.0035996",
"2024-02-14","147.37","147.83","145.56","147.14","146.45","16651824","16651824","-0.23","-0.15607","146.975","February 14, 24","-0.0015607",
"2024-02-13","146.07","148.04","145.11","146.37","145.69","18138500","18138500","0.3","0.20538","146.3975","February 13, 24","0.0020538",
"2024-02-12","149.54","150.59","148.56","148.73","148.04","17236108","17236108","-0.81","-0.54166","149.355","February 12, 24","-0.0054166",
"2024-02-09","147.95","150.7","147.43","150.22","149.52","21877700","21877700","2.27","1.53","149.075","February 09, 24","0.0153",
"2024-02-08","146.97","147.61","146.42","147.22","146.53","18241319","18241319","0.25","0.1701","147.055","February 08, 24","0.001701",
"2024-02-07","146.12","147","145.21","146.68","146","21436126","21436126","0.56","0.38325","146.2525","February 07, 24","0.0038325",
"2024-02-06","145.96","146.74","144.52","145.41","144.73","21517700","21517700","-0.55","-0.37682","145.6575","February 06, 24","-0.0037682",
"2024-02-05","144.04","146.67","143.91","144.93","144.25","29254444","29254444","0.89","0.61788","144.8875","February 05, 24","0.0061788",
"2024-02-02","140.89","143.88","138.17","143.54","142.87","42136127","42136127","2.65","1.88","141.62","February 02, 24","0.0188",
"2024-02-01","143.69","144.62","142.26","142.71","142.04","25526900","25526900","-0.98","-0.68202","143.32","February 01, 24","-0.0068202",
"2024-01-31","145.39","145.59","141.55","141.8","141.14","43908600","43908600","-3.59","-2.47","143.5825","January 31, 24","-0.0247",
"2024-01-30","154.01","155.04","152.78","153.05","152.34","26578934","26578934","-0.96","-0.62334","153.72","January 30, 24","-0.0062334",
"2024-01-29","153.64","155.2","152.92","154.84","154.12","20909300","20909300","1.2","0.78105","154.15","January 29, 24","0.0078105",
"2024-01-26","152.87","154.11","152.8","153.79","153.07","19494500","19494500","0.92","0.60182","153.3925","January 26, 24","0.0060182",
"2024-01-25","151.74","154.76","151.22","153.64","152.92","21495120","21495120","1.9","1.25","152.84","January 25, 24","0.0125",
"2024-01-24","150.29","151.57","149.84","150.35","149.65","19245031","19245031","0.06","0.03992282","150.5125","January 24, 24","0.0003992282",
"2024-01-23","147.72","148.86","147.19","148.68","147.99","14113649","14113649","0.96","0.64988","148.1125","January 23, 24","0.0064988",
"2024-01-22","148.71","150.01","147.58","147.71","147.02","21829232","21829232","-1","-0.67245","148.5025","January 22, 24","-0.0067245",
"2024-01-19","146.31","148.04","145.8","147.97","147.28","27181032","27181032","1.66","1.13","147.03","January 19, 24","0.0113",
"2024-01-18","143.44","145.59","143.35","144.99","144.31","18876800","18876800","1.55","1.08","144.3425","January 18, 24","0.0108",
"2024-01-17","142.91","143.41","140.51","142.89","142.22","17884548","17884548","-0.02","-0.01399482","142.43","January 17, 24","-0.0001399482",
"2024-01-16","143.43","145.84","143.06","144.08","143.41","19198939","19198939","0.65","0.45318","144.1025","January 16, 24","0.0045318",
"2024-01-12","144.34","144.74","143.36","144.24","143.57","13998729","13998729","-0.1","-0.06928086","144.17","January 12, 24","-0.0006928086",
"2024-01-11","144.9","146.66","142.22","143.67","143","17471130","17471130","-1.23","-0.84886","144.3625","January 11, 24","-0.0084886",
"2024-01-10","142.52","144.53","142.46","143.8","143.13","16641900","16641900","1.28","0.89812","143.3275","January 10, 24","0.0089812",
"2024-01-09","140.06","142.8","139.79","142.56","141.9","19579700","19579700","2.5","1.78","141.3025","January 09, 24","0.0178",
"2024-01-08","138","140.64","137.88","140.53","139.88","17645300","17645300","2.53","1.83","139.2625","January 08, 24","0.0183",
"2024-01-05","138.35","138.81","136.85","137.39","136.75","15439475","15439475","-0.962","-0.69389","137.85","January 05, 24","-0.0069389",
"2024-01-04","139.85","140.64","138.01","138.04","137.4","18253331","18253331","-1.81","-1.29","139.135","January 04, 24","-0.0129",
"2024-01-03","138.6","141.09","138.43","140.36","139.71","18974308","18974308","1.76","1.27","139.62","January 03, 24","0.0127",
"2024-01-02","139.6","140.61","137.74","139.56","138.91","20071900","20071900","-0.04","-0.0286533","139.3775","January 02, 24","-0.000286533",
"2023-12-29","140.68","141.44","139.9","140.93","140.27","14880961","14880961","0.25","0.17771","140.7375","December 29, 23","0.0017771",
"2023-12-28","141.85","142.27","140.83","141.28","140.62","12192549","12192549","-0.57","-0.40183","141.5575","December 28, 23","-0.0040183",
"2023-12-27","142.83","143.32","141.05","141.44","140.78","17288400","17288400","-1.39","-0.97318","142.16","December 27, 23","-0.0097318",
"2023-12-26","142.98","143.95","142.5","142.82","142.15","11170100","11170100","-0.16","-0.1119","143.0625","December 26, 23","-0.001119",
"2023-12-22","142.13","143.25","142.06","142.72","142.05","18513524","18513524","0.59","0.41511","142.54","December 22, 23","0.0041511",
"2023-12-21","140.77","142.03","140.47","141.8","141.14","18101500","18101500","1.03","0.73169","141.2675","December 21, 23","0.0073169",
"2023-12-20","140.33","143.08","139.41","139.66","139.01","33507342","33507342","-0.67","-0.47745","140.62","December 20, 23","-0.0047745",
"2023-12-19","138","138.77","137.45","138.1","137.46","20661000","20661000","0.1","0.07246377","138.08","December 19, 23","0.0007246377",
"2023-12-18","133.86","138.38","133.77","137.19","136.55","25699800","25699800","3.33","2.49","135.8","December 18, 23","0.0249",
"2023-12-15","132.92","134.83","132.63","133.84","133.22","58594004","58594004","0.92","0.69215","133.555","December 15, 23","0.0069215",
"2023-12-14","134.77","135.04","131.06","133.2","132.58","29619100","29619100","-1.57","-1.16","133.5175","December 14, 23","-0.0116",
"2023-12-13","134.54","134.78","132.95","133.97","133.35","25414500","25414500","-0.575","-0.42367","134.06","December 13, 23","-0.0042367",
"2023-12-12","133.27","134.54","132.83","133.64","133.02","26584000","26584000","0.37","0.27763","133.57","December 12, 23","0.0027763",
"2023-12-11","133.82","134.79","132.89","134.7","134.07","24502900","24502900","0.88","0.6576","134.05","December 11, 23","0.006576",
"2023-12-08","135.66","137.99","135.57","136.64","136","23016139","23016139","0.98","0.72239","136.465","December 08, 23","0.0072239",
"2023-12-07","136.6","140","136.23","138.45","137.8","38419426","38419426","1.85","1.35","137.82","December 07, 23","0.0135",
"2023-12-06","132.9","133.31","131.31","131.43","130.82","16360648","16360648","-1.47","-1.11","132.2375","December 06, 23","-0.0111",
"2023-12-05","130.37","133.54","129.73","132.39","131.77","19235145","19235145","2.02","1.55","131.5075","December 05, 23","0.0155",
"2023-12-04","131.29","131.45","129.4","130.63","130.02","24117100","24117100","-0.664","-0.5027","130.6925","December 04, 23","-0.005027",
"2023-12-01","133.32","133.5","132.15","133.32","132.7","24267987","24267987","0","0","133.0725","December 01, 23","0",
"2023-11-30","136.4","136.96","132.79","133.92","133.3","29913531","29913531","-2.48","-1.82","135.0175","November 30, 23","-0.0182",
"2023-11-29","138.99","139.67","136.29","136.4","135.76","21014715","21014715","-2.59","-1.86","137.8375","November 29, 23","-0.0186",
"2023-11-28","137.63","138.66","137.04","138.62","137.97","17046900","17046900","0.99","0.71932","137.9875","November 28, 23","0.0071932",
"2023-11-27","137.57","139.63","137.54","138.05","137.41","17886400","17886400","0.48","0.34891","138.1975","November 27, 23","0.0034891",
"2023-11-24","139.54","139.68","137.47","138.22","137.58","8828640","8828640","-1.32","-0.94597","138.7275","November 24, 23","-0.0094597",
"2023-11-22","139.1","141.1","139","140.02","139.37","17310209","17310209","0.92","0.66139","139.805","November 22, 23","0.0066139",
"2023-11-21","137.94","138.97","137.71","138.62","137.97","17648100","17648100","0.68","0.49297","138.31","November 21, 23","0.0049297",
"2023-11-20","135.5","138.43","135.49","137.92","137.28","19589006","19589006","2.42","1.79","136.835","November 20, 23","0.0179",
"2023-11-17","137.82","138","135.48","136.94","136.3","25590191","25590191","-0.88","-0.63851","137.06","November 17, 23","-0.0063851",
"2023-11-16","136.96","138.88","136.08","138.7","138.05","17615100","17615100","1.74","1.27","137.655","November 16, 23","0.0127",
"2023-11-15","136.64","136.84","135.33","136.38","135.74","15840900","15840900","-0.26","-0.19028","136.2975","November 15, 23","-0.0019028",
"2023-11-14","135.65","137.24","135.1","135.43","134.8","22317345","22317345","-0.22","-0.16218","135.855","November 14, 23","-0.0016218",
"2023-11-13","133.36","134.11","132.77","133.64","133.02","16409900","16409900","0.28","0.20996","133.47","November 13, 23","0.0020996",
"2023-11-10","131.53","134.27","130.87","134.06","133.44","20879838","20879838","2.53","1.92","132.6825","November 10, 23","0.0192",
"2023-11-09","133.36","133.96","131.51","131.69","131.08","17976533","17976533","-1.67","-1.25","132.63","November 09, 23","-0.0125",
"2023-11-08","132.36","133.54","132.16","133.26","132.64","15093600","15093600","0.9","0.67996","132.83","November 08, 23","0.0067996",
"2023-11-07","131.98","133.28","131.14","132.4","131.78","19223800","19223800","0.42","0.31823","132.2","November 07, 23","0.0031823",
"2023-11-06","130.22","131.56","129.93","131.45","130.84","15360400","15360400","1.23","0.94456","130.79","November 06, 23","0.0094456",
"2023-11-03","129.09","130.73","129.01","130.37","129.76","19529448","19529448","1.28","0.99156","129.8","November 03, 23","0.0099156",
"2023-11-02","129.56","130.09","128.11","128.58","127.98","24091700","24091700","-0.98","-0.75641","129.085","November 02, 23","-0.0075641",
"2023-11-01","125.34","127.74","124.93","127.57","126.98","26536604","26536604","2.23","1.78","126.395","November 01, 23","0.0178",
"2023-10-31","126.27","126.56","123.93","125.3","124.72","21123418","21123418","-0.97","-0.7682","125.515","October 31, 23","-0.007682",
"2023-10-30","124.46","126.55","123.88","125.75","125.16","24165631","24165631","1.29","1.04","125.16","October 30, 23","0.0104",
"2023-10-27","124.03","124.44","121.46","123.4","122.82","37367700","37367700","-0.63","-0.50794","123.3325","October 27, 23","-0.0050794",
"2023-10-26","124.47","125.46","122.32","123.44","122.86","33907400","33907400","-1.03","-0.82751","123.9225","October 26, 23","-0.0082751",
"2023-10-25","129.77","130.1","126.09","126.67","126.08","58796100","58796100","-3.1","-2.39","128.1575","October 25, 23","-0.0239",
"2023-10-24","139.16","140.71","138.75","140.12","139.47","26535200","26535200","0.96","0.68985","139.685","October 24, 23","0.0068985",
"2023-10-23","136.23","139.02","135.11","137.9","137.26","20780700","20780700","1.67","1.23","137.065","October 23, 23","0.0123",
"2023-10-20","138.59","139.04","136.25","136.74","136.1","24970263","24970263","-1.85","-1.33","137.655","October 20, 23","-0.0133",
"2023-10-19","139.8","141.01","138.6","138.98","138.33","21831200","21831200","-0.82","-0.58655","139.5975","October 19, 23","-0.0058655",
"2023-10-18","140.75","141.99","138.71","139.28","138.63","18304900","18304900","-1.47","-1.04","140.1825","October 18, 23","-0.0104",
"2023-10-17","140.03","141.25","138.53","140.99","140.33","17424024","17424024","0.96","0.68557","140.2","October 17, 23","0.0068557",
"2023-10-16","139.73","140.91","139.32","140.49","139.84","17345600","17345600","0.76","0.54391","140.1125","October 16, 23","0.0054391",
"2023-10-13","140.65","141.34","137.97","138.58","137.93","19447565","19447565","-2.07","-1.47","139.635","October 13, 23","-0.0147",
"2023-10-12","142.16","142.38","139.45","140.29","139.64","18173107","18173107","-1.87","-1.32","141.07","October 12, 23","-0.0132",
"2023-10-11","139.85","142.22","139.84","141.7","141.04","20146341","20146341","1.85","1.32","140.9025","October 11, 23","0.0132",
"2023-10-10","139.51","140.74","138.43","139.2","138.55","19554916","19554916","-0.31","-0.22221","139.47","October 10, 23","-0.0022221",
"2023-10-09","137.99","139.97","136.7","139.5","138.85","16599100","16599100","1.51","1.09","138.54","October 09, 23","0.0109",
"2023-10-06","134.94","139.19","134.94","138.73","138.08","20826683","20826683","3.79","2.81","136.95","October 06, 23","0.0281",
"2023-10-05","136.13","136.5","134.46","135.99","135.36","15922944","15922944","-0.14","-0.10284","135.77","October 05, 23","-0.0010284",
"2023-10-04","133.66","136.57","133.43","136.27","135.63","22848000","22848000","2.61","1.95","134.9825","October 04, 23","0.0195",
"2023-10-03","134.93","135.24","132.82","133.3","132.68","19628736","19628736","-1.63","-1.21","134.0725","October 03, 23","-0.0121",
"2023-10-02","132.16","135.36","132.07","135.17","134.54","19210400","19210400","3.01","2.28","133.69","October 02, 23","0.0228",
"2023-09-29","134.08","134.89","131.32","131.85","131.24","23237336","23237336","-2.23","-1.66","133.035","September 29, 23","-0.0166",
"2023-09-28","130.69","134.18","130.69","133.13","132.51","18201400","18201400","2.44","1.87","132.1725","September 28, 23","0.0187",
"2023-09-27","129.44","131.72","129.38","131.46","130.85","18764201","18764201","2.02","1.56","130.5","September 27, 23","0.0156",
"2023-09-26","130.91","131.41","128.19","129.45","128.85","20378800","20378800","-1.46","-1.12","129.99","September 26, 23","-0.0112",
"2023-09-25","130.77","132.22","130.03","132.17","131.55","14650032","14650032","1.4","1.07","131.2975","September 25, 23","0.0107",
"2023-09-22","131.68","133.01","130.51","131.25","130.64","17355284","17355284","-0.43","-0.32655","131.6125","September 22, 23","-0.0032655",
"2023-09-21","132.39","133.19","131.09","131.36","130.75","22058375","22058375","-1.03","-0.778","132.0075","September 21, 23","-0.00778",
"2023-09-20","138.83","138.84","134.52","134.59","133.96","21473533","21473533","-4.24","-3.05","136.695","September 20, 23","-0.0305",
"2023-09-19","138.25","139.18","137.5","138.83","138.18","15484644","15484644","0.58","0.41953","138.44","September 19, 23","0.0041953",
"2023-09-18","137.63","139.93","137.63","138.96","138.31","16233600","16233600","1.33","0.96636","138.5375","September 18, 23","0.0096636",
"2023-09-15","138.8","139.36","137.18","138.3","137.66","48958837","48958837","-0.5","-0.36023","138.41","September 15, 23","-0.0036023",
"2023-09-14","138.39","139.55","137.06","138.99","138.34","19064607","19064607","0.6","0.43356","138.4975","September 14, 23","0.0043356",
"2023-09-13","135.9","137.7","134.93","137.5","136.86","16394915","16394915","1.6","1.18","136.5075","September 13, 23","0.0118",
"2023-09-12","137.13","137.64","135.93","136.07","135.44","15212934","15212934","-1.06","-0.77299","136.6925","September 12, 23","-0.0077299",
"2023-09-11","137.38","138.26","136.55","137.74","137.1","17180800","17180800","0.36","0.26205","137.4825","September 11, 23","0.0026205",
"2023-09-08","135.87","137.51","135.87","137.2","136.56","17820005","17820005","1.33","0.97888","136.6125","September 08, 23","0.0097888",
"2023-09-07","134.6","136.58","133.96","136.2","135.57","16976000","16976000","1.6","1.19","135.335","September 07, 23","0.0119",
"2023-09-06","137.01","137.48","134.69","135.37","134.74","15814327","15814327","-1.64","-1.2","136.1375","September 06, 23","-0.012",
"2023-09-05","136.44","137.37","135.56","136.71","136.07","17730218","17730218","0.27","0.19789","136.52","September 05, 23","0.0019789",
"2023-09-01","138.43","138.58","135.94","136.8","136.16","16671647","16671647","-1.63","-1.18","137.4375","September 01, 23","-0.0118",
"2023-08-31","137.05","138.4","136.82","137.35","136.71","28147900","28147900","0.3","0.2189","137.405","August 31, 23","0.002189",
"2023-08-30","135.57","137.25","135.02","136.93","136.29","21773400","21773400","1.36","1","136.1925","August 30, 23","0.01",
"2023-08-29","133","137.29","132.98","135.49","134.86","30803300","30803300","2.49","1.87","134.69","August 29, 23","0.0187",
"2023-08-28","132.08","133.24","130.85","131.79","131.18","16715500","16715500","-0.29","-0.21956","131.99","August 28, 23","-0.0021956",
"2023-08-25","130.14","131.4","128.04","130.69","130.08","20678100","20678100","0.55","0.42262","130.0675","August 25, 23","0.0042262",
"2023-08-24","134.73","134.97","130.3","130.42","129.81","18680400","18680400","-4.31","-3.2","132.605","August 24, 23","-0.032",
"2023-08-23","130.85","134.07","130.51","133.21","132.59","26497027","26497027","2.36","1.8","132.16","August 23, 23","0.018",
"2023-08-22","129.13","130.95","128.93","129.69","129.09","15569400","15569400","0.56","0.43367","129.675","August 22, 23","0.0043367",
"2023-08-21","127.85","129.26","127.16","128.93","128.33","21851100","21851100","1.08","0.84474","128.3","August 21, 23","0.0084474",
"2023-08-18","129.06","129.83","127","128.11","127.51","23627202","23627202","-0.95","-0.73609","128.5","August 18, 23","-0.0073609",
"2023-08-17","130.45","132.49","129.85","130.46","129.85","23665600","23665600","0.01","0.00766577","130.8125","August 17, 23","0.0000766577",
"2023-08-16","129.28","130.9","128.46","129.11","128.51","17548400","17548400","-0.17","-0.1315","129.4375","August 16, 23","-0.001315",
"2023-08-15","131.59","131.99","129.82","130.27","129.66","14769200","14769200","-1.32","-1","130.9175","August 15, 23","-0.01",
"2023-08-14","129.85","131.91","129.59","131.83","131.22","17526200","17526200","1.98","1.52","130.795","August 14, 23","0.0152",
"2023-08-11","129.2","130.44","128.75","130.17","129.56","15205465","15205465","0.968","0.75077","129.64","August 11, 23","0.0075077",
"2023-08-10","131.97","132.65","130.04","130.21","129.6","17855700","17855700","-1.76","-1.33","131.2175","August 10, 23","-0.0133",
"2023-08-09","132.19","132.47","129.51","130.15","129.54","17745218","17745218","-2.04","-1.54","131.08","August 09, 23","-0.0154",
"2023-08-08","130.98","131.94","130.13","131.84","131.23","16836000","16836000","0.86","0.65659","131.2225","August 08, 23","0.0065659",
"2023-08-07","129.51","132.06","129.43","131.94","131.33","17621041","17621041","2.43","1.88","130.735","August 07, 23","0.0188",
"2023-08-04","129.6","131.93","128.32","128.54","127.94","20521852","20521852","-1.06","-0.8179","129.5975","August 04, 23","-0.008179",
"2023-08-03","128.37","129.77","127.78","128.77","128.17","15086132","15086132","0.4","0.3116","128.6725","August 03, 23","0.003116",
"2023-08-02","129.84","130.42","127.85","128.64","128.04","22705800","22705800","-1.2","-0.92421","129.1875","August 02, 23","-0.0092421",
"2023-08-01","130.85","132.92","130.75","131.89","131.28","22219012","22219012","1.03","0.7948","131.6025","August 01, 23","0.007948",
"2023-07-31","133.01","133.83","132.13","133.11","132.49","18381900","18381900","0.1","0.07518232","133.02","July 31, 23","0.0007518232",
"2023-07-28","130.97","134.07","130.92","133.01","132.39","26971011","26971011","2.04","1.56","132.2425","July 28, 23","0.0156",
"2023-07-27","131.8","133.6","129.18","129.87","129.26","35931612","35931612","-1.93","-1.46","131.1125","July 27, 23","-0.0146",
"2023-07-26","130.36","131.37","128.71","129.66","129.06","46216900","46216900","-0.7","-0.53697","130.025","July 26, 23","-0.0053697",
"2023-07-25","121.88","123.69","121.53","122.79","122.22","31820846","31820846","0.91","0.74664","122.4725","July 25, 23","0.0074664",
"2023-07-24","121.93","123.35","121.38","121.88","121.31","22312220","22312220","-0.046","-0.04100714","122.135","July 24, 23","-0.0004100714",
"2023-07-21","120.87","121.3","119.07","120.31","119.75","56514645","56514645","-0.56","-0.46331","120.3875","July 21, 23","-0.0046331",
"2023-07-20","122.12","124.7","118.69","119.53","118.97","27541711","27541711","-2.59","-2.12","121.26","July 20, 23","-0.0212",
"2023-07-19","124.79","125.47","122.47","122.78","122.21","22313803","22313803","-2.01","-1.61","123.8775","July 19, 23","-0.0161",
"2023-07-18","124.91","124.99","123.3","124.08","123.5","21071248","21071248","-0.825","-0.66448","124.32","July 18, 23","-0.0066448",
"2023-07-17","126.06","127.28","124.5","125.06","124.48","20675300","20675300","-1","-0.79327","125.725","July 17, 23","-0.0079327",
"2023-07-14","125.13","127.09","124.9","125.7","125.11","20499780","20499780","0.57","0.45553","125.705","July 14, 23","0.0045553",
"2023-07-13","121.54","125.34","121.06","124.83","124.25","31535900","31535900","3.29","2.71","123.1925","July 13, 23","0.0271",
"2023-07-12","119.3","120.96","119","119.62","119.06","22059611","22059611","0.32","0.26823","119.72","July 12, 23","0.0026823",
"2023-07-11","116.76","118.23","115.83","117.71","117.16","18286600","18286600","0.95","0.81363","117.1325","July 11, 23","0.0081363",
"2023-07-10","119.07","119.07","116.64","116.87","116.33","32960100","32960100","-2.2","-1.85","117.9125","July 10, 23","-0.0185",
"2023-07-07","120.89","121.75","120.09","120.14","119.58","20997665","20997665","-0.75","-0.6204","120.7175","July 07, 23","-0.006204",
"2023-07-06","120.64","121.15","119.25","120.93","120.37","17750181","17750181","0.29","0.24038","120.4925","July 06, 23","0.0024038",
"2023-07-05","120.06","123.37","120.06","122.63","122.06","17830347","17830347","2.57","2.14","121.53","July 05, 23","0.0214",
"2023-07-03","120.32","121.02","119.71","120.56","120","13888300","13888300","0.24","0.19947","120.4025","July 03, 23","0.0019947",
"2023-06-30","121.1","122.03","120.88","120.97","120.41","23871764","23871764","-0.13","-0.10735","121.245","June 30, 23","-0.0010735",
"2023-06-29","120.09","120.91","119.21","120.01","119.45","18517500","18517500","-0.08","-0.0666167","120.055","June 29, 23","-0.000666167",
"2023-06-28","117.96","121.27","117.6","121.08","120.52","19753145","19753145","3.12","2.64","119.4775","June 28, 23","0.0264",
"2023-06-27","117.84","119.9","116.91","119.01","118.46","27221714","27221714","1.17","0.99287","118.415","June 27, 23","0.0099287",
"2023-06-26","121.47","122.72","118.99","119.09","118.54","23185000","23185000","-2.38","-1.96","120.5675","June 26, 23","-0.0196",
"2023-06-23","122.04","123.44","121.86","123.02","122.45","29573123","29573123","0.98","0.80302","122.59","June 23, 23","0.0080302",
"2023-06-22","120.66","123.94","119.6","123.87","123.29","20781900","20781900","3.21","2.66","122.0175","June 22, 23","0.0266",
"2023-06-21","123.24","123.41","120.86","121.26","120.69","22612002","22612002","-1.97","-1.61","122.1925","June 21, 23","-0.0161",
"2023-06-20","123.54","125.18","122.83","123.85","123.27","22698028","22698028","0.315","0.25093","123.85","June 20, 23","0.0025093",
"2023-06-16","126.7","126.7","123.79","124.06","123.48","56699200","56699200","-2.64","-2.08","125.3125","June 16, 23","-0.0208",
"2023-06-15","123.88","126.16","123.14","125.79","125.2","24517100","24517100","1.91","1.54","124.7425","June 15, 23","0.0154",
"2023-06-14","123.8","124.79","122.16","124.38","123.8","24659620","24659620","0.58","0.4685","123.7825","June 14, 23","0.004685",
"2023-06-13","125.65","125.86","123.85","124.43","123.85","19287700","19287700","-1.22","-0.97095","124.9475","June 13, 23","-0.0097095",
"2023-06-12","123.4","124.75","122.35","124.35","123.77","22289632","22289632","0.955","0.76985","123.7125","June 12, 23","0.0076985",
"2023-06-09","122.56","124.29","122.42","122.87","122.3","20313676","20313676","0.31","0.25294","123.035","June 09, 23","0.0025294",
"2023-06-08","122.59","123.73","122.01","122.67","122.1","24815000","24815000","0.085","0.06525818","122.75","June 08, 23","0.0006525818",
"2023-06-07","127.58","129.55","122.63","122.94","122.37","34179348","34179348","-4.64","-3.64","125.675","June 07, 23","-0.0364",
"2023-06-06","126.6","128.88","125.97","127.91","127.31","19450128","19450128","1.31","1.03","127.34","June 06, 23","0.0103",
"2023-06-05","124.61","127.99","124.38","126.63","126.04","22672516","22672516","2.02","1.62","125.9025","June 05, 23","0.0162",
"2023-06-02","124.49","126.75","124.35","125.23","124.65","19367453","19367453","0.74","0.59443","125.205","June 02, 23","0.0059443",
"2023-06-01","123.5","125.04","123.3","124.37","123.79","25017700","25017700","0.87","0.70445","124.0525","June 01, 23","0.0070445",
"2023-05-31","123.7","124.9","123.1","123.37","122.8","41548800","41548800","-0.33","-0.26677","123.7675","May 31, 23","-0.0026677",
"2023-05-30","126.29","126.38","122.89","124.64","124.06","27230726","27230726","-1.65","-1.31","125.05","May 30, 23","-0.0131",
"2023-05-26","124.07","126","123.29","125.43","124.85","25169036","25169036","1.37","1.1","124.6975","May 26, 23","0.011",
"2023-05-25","125.21","125.98","122.9","124.35","123.77","33812730","33812730","-0.86","-0.68685","124.61","May 25, 23","-0.0068685",
"2023-05-24","121.88","122.75","120.75","121.64","121.07","23087925","23087925","-0.24","-0.19691","121.755","May 24, 23","-0.0019691",
"2023-05-23","124.93","125.42","123.05","123.29","122.72","24477945","24477945","-1.64","-1.31","124.1725","May 23, 23","-0.0131",
"2023-05-22","123.51","127.05","123.45","125.87","125.28","29760236","29760236","2.36","1.91","124.97","May 22, 23","0.0191",
"2023-05-19","124.2","126.48","122.72","123.25","122.68","30268864","30268864","-0.95","-0.7649","124.1625","May 19, 23","-0.007649",
"2023-05-18","121.56","123.9","121.49","123.52","122.94","27014500","27014500","1.96","1.61","122.6175","May 18, 23","0.0161",
"2023-05-17","120.18","122.28","119.46","121.48","120.91","26659600","26659600","1.3","1.08","120.85","May 17, 23","0.0108",
"2023-05-16","116.83","121.2","116.83","120.09","119.53","32370113","32370113","3.26","2.79","118.7375","May 16, 23","0.0279",
"2023-05-15","116.49","118.8","116.48","116.96","116.41","22107900","22107900","0.47","0.40347","117.1825","May 15, 23","0.0040347",
"2023-05-12","117","118.26","116.55","117.92","117.37","31293778","31293778","0.92","0.78632","117.4325","May 12, 23","0.0078632",
"2023-05-11","115.86","118.44","114.93","116.9","116.36","57115100","57115100","1.04","0.89764","116.5325","May 11, 23","0.0089764",
"2023-05-10","108.55","113.51","108.48","112.28","111.76","47533500","47533500","3.73","3.44","110.705","May 10, 23","0.0344",
"2023-05-09","108.78","110.6","107.73","107.94","107.44","24782442","24782442","-0.84","-0.7722","108.7625","May 09, 23","-0.007722",
"2023-05-08","105.8","108.42","105.79","108.24","107.74","17266021","17266021","2.44","2.31","107.0625","May 08, 23","0.0231",
"2023-05-05","105.32","106.44","104.74","106.22","105.73","20710627","20710627","0.895","0.85454","105.68","May 05, 23","0.0085454",
"2023-05-04","106.16","106.3","104.7","105.21","104.72","19780637","19780637","-0.95","-0.89488","105.5925","May 04, 23","-0.0089488",
"2023-05-03","106.22","108.13","105.62","106.12","105.63","17116333","17116333","-0.1","-0.09414423","106.5225","May 03, 23","-0.0009414423",
"2023-05-02","107.66","107.73","104.5","105.98","105.49","20343116","20343116","-1.68","-1.56","106.4675","May 02, 23","-0.0156",
"2023-05-01","107.72","108.68","107.5","107.71","107.21","20926300","20926300","-0.01","-0.00928333","107.9025","May 01, 23","-0.0000928333",
"2023-04-28","107.8","108.29","106.04","108.22","107.72","23957900","23957900","0.42","0.38961","107.5875","April 28, 23","0.0038961",
"2023-04-27","105.23","109.15","104.42","108.37","107.86","38235220","38235220","3.14","2.98","106.7925","April 27, 23","0.0298",
"2023-04-26","105.56","107.02","103.27","104.45","103.96","37068200","37068200","-1.11","-1.05","105.075","April 26, 23","-0.0105",
"2023-04-25","106.61","107.44","104.56","104.61","104.12","31408119","31408119","-2","-1.88","105.805","April 25, 23","-0.0188",
"2023-04-24","106.05","107.32","105.36","106.78","106.28","21410908","21410908","0.73","0.68835","106.3775","April 24, 23","0.0068835",
"2023-04-21","106.09","106.64","105.49","105.91","105.42","22379018","22379018","-0.18","-0.16967","106.0325","April 21, 23","-0.0016967",
"2023-04-20","104.65","106.89","104.64","105.9","105.41","22515331","22515331","1.25","1.19","105.52","April 20, 23","0.0119",
"2023-04-19","104.22","105.73","103.8","105.02","104.53","16732016","16732016","0.805","0.76761","104.6925","April 19, 23","0.0076761",
"2023-04-18","107","107.05","104.78","105.12","104.63","17641400","17641400","-1.88","-1.76","105.9875","April 18, 23","-0.0176",
"2023-04-17","105.43","106.71","105.32","106.42","105.92","29043443","29043443","0.99","0.93901","105.97","April 17, 23","0.0093901",
"2023-04-14","107.69","109.58","107.59","109.46","108.95","20758700","20758700","1.77","1.64","108.58","April 14, 23","0.0164",
"2023-04-13","106.47","108.27","106.44","108.19","107.69","21650747","21650747","1.72","1.62","107.3425","April 13, 23","0.0162",
"2023-04-12","107.39","107.59","104.97","105.22","104.73","22761600","22761600","-2.17","-2.02","106.2925","April 12, 23","-0.0202",
