date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
"2024-08-30","700.36","701.86","688.16","701.35","701.35","3266723","3266723","0.99","0.14136","697.9325","August 30, 24","0.0014136",
"2024-08-29","690","699.8","686.07","692.48","692.48","2187000","2187000","2.48","0.35942","692.0875","August 29, 24","0.0035942",
"2024-08-28","695.83","696.67","677.1","683.84","683.84","2430600","2430600","-11.99","-1.72","688.36","August 28, 24","-0.0172",
"2024-08-27","688.53","707.89","686.92","695.72","695.72","3164900","3164900","7.19","1.04","694.765","August 27, 24","0.0104",
"2024-08-26","687.26","690.59","681.64","688.44","688.44","1354200","1354200","1.18","0.1717","686.9825","August 26, 24","0.001717",
"2024-08-23","694.13","696.07","678.63","686.73","686.73","2354500","2354500","-7.4","-1.07","688.89","August 23, 24","-0.0107",
"2024-08-22","691","701.5","686.24","688.96","688.96","2729400","2729400","-2.04","-0.29522","691.925","August 22, 24","-0.0029522",
"2024-08-21","697","701","691.38","697.12","697.12","2235343","2235343","0.12","0.01721664","696.625","August 21, 24","0.0001721664",
"2024-08-20","688.86","711.33","688.25","698.54","698.54","4813118","4813118","9.68","1.41","696.745","August 20, 24","0.0141",
"2024-08-19","674.07","688.84","672.91","688.53","688.53","3016227","3016227","14.46","2.15","681.0875","August 19, 24","0.0215",
"2024-08-16","669.43","680.23","665.36","674.07","674.07","3511014","3511014","4.64","0.69313","672.2725","August 16, 24","0.0069313",
"2024-08-15","668.49","673.19","659.8","663.22","663.22","3210200","3210200","-5.27","-0.78834","666.175","August 15, 24","-0.0078834",
"2024-08-14","648.7","663.57","648.7","661.68","661.68","4014344","4014344","12.98","2","655.6625","August 14, 24","0.02",
"2024-08-13","638.56","650.97","635.5","648.02","648.02","2639600","2639600","9.46","1.48","643.2625","August 13, 24","0.0148",
"2024-08-12","631","639","627.07","633.14","633.14","2331712","2331712","2.14","0.33914","632.5525","August 12, 24","0.0033914",
"2024-08-09","622.99","636.62","622.99","633.94","633.94","1980836","1980836","10.95","1.76","629.135","August 09, 24","0.0176",
"2024-08-08","621.99","632.29","616.02","630.35","630.35","3283542","3283542","8.36","1.34","625.1625","August 08, 24","0.0134",
"2024-08-07","616.07","632","610.64","611.48","611.48","3187800","3187800","-4.59","-0.74505","617.5475","August 07, 24","-0.0074505",
"2024-08-06","600.62","622.45","600.62","609.57","609.57","4319100","4319100","8.95","1.49","608.315","August 06, 24","0.0149",
"2024-08-05","587.04","604.56","587.04","598.55","598.55","4044235","4044235","11.51","1.96","594.2975","August 05, 24","0.0196",
"2024-08-02","620.98","625.27","608.35","613.64","613.64","3523003","3523003","-7.34","-1.18","617.06","August 02, 24","-0.0118",
"2024-08-01","629.25","646.71","617.61","624.85","624.85","3720600","3720600","-4.4","-0.69925","629.605","August 01, 24","-0.0069925",
"2024-07-31","626.57","633.6","622.58","628.35","628.35","3134900","3134900","1.78","0.28409","627.775","July 31, 24","0.0028409",
"2024-07-30","630.17","634.69","617","622.58","622.58","3496609","3496609","-7.59","-1.2","626.11","July 30, 24","-0.012",
"2024-07-29","634.61","634.61","623.93","626.96","626.96","2400537","2400537","-7.65","-1.21","630.0275","July 29, 24","-0.0121",
"2024-07-26","645","646.99","629.77","631.37","631.37","3120700","3120700","-13.63","-2.11","638.2825","July 26, 24","-0.0211",
"2024-07-25","641","649.98","621.7","634.09","634.09","4554539","4554539","-6.91","-1.08","636.6925","July 25, 24","-0.0108",
"2024-07-24","635.74","652.42","632.67","635.99","635.99","4888200","4888200","0.25","0.03932425","639.205","July 24, 24","0.0003932425",
"2024-07-23","647.5","649.91","641","642.76","642.76","2463600","2463600","-4.74","-0.73205","645.2925","July 23, 24","-0.0073205",
"2024-07-22","639.5","656.29","632.6","647.5","647.5","5219077","5219077","8","1.25","643.9725","July 22, 24","0.0125",
"2024-07-19","660.64","678.97","629.12","633.34","633.34","9815631","9815631","-27.3","-4.13","650.5175","July 19, 24","-0.0413",
"2024-07-18","656.6","657.04","639.17","643.04","643.04","7575763","7575763","-13.56","-2.07","648.9625","July 18, 24","-0.0207",
"2024-07-17","650","650.45","639.47","647.46","647.46","4017277","4017277","-2.54","-0.39077","646.845","July 17, 24","-0.0039077",
"2024-07-16","661.8","663.68","649.13","656.32","656.32","2685706","2685706","-5.48","-0.82804","657.7325","July 16, 24","-0.0082804",
"2024-07-15","647.5","667.54","646.63","656.45","656.45","3208763","3208763","8.95","1.38","654.53","July 15, 24","0.0138",
"2024-07-12","652.75","655.92","643.71","647.6","647.6","3355197","3355197","-5.15","-0.78897","649.995","July 12, 24","-0.0078897",
"2024-07-11","672.49","672.49","647.44","652.75","652.75","5111928","5111928","-19.74","-2.94","661.2925","July 11, 24","-0.0294",
"2024-07-10","685.02","687.22","673.16","677.65","677.65","2651928","2651928","-7.37","-1.08","680.7625","July 10, 24","-0.0108",
"2024-07-09","690","695.27","684.72","685.74","685.74","2599474","2599474","-4.26","-0.61739","688.9325","July 09, 24","-0.0061739",
"2024-07-08","687","688.86","681.49","685.74","685.74","1930786","1930786","-1.26","-0.18341","685.7725","July 08, 24","-0.0018341",
"2024-07-05","682.51","697.49","677.23","690.65","690.65","2659065","2659065","8.14","1.19","686.97","July 05, 24","0.0119",
"2024-07-03","677.48","683.75","675.5","682.51","682.51","1403545","1403545","5.03","0.74246","679.81","July 03, 24","0.0074246",
"2024-07-02","673.54","681.74","670.07","679.58","679.58","2411426","2411426","6.04","0.89675","676.2325","July 02, 24","0.0089675",
"2024-07-01","674.89","675.02","663.78","673.61","673.61","2212826","2212826","-1.28","-0.18966","671.825","July 01, 24","-0.0018966",
"2024-06-28","679","687","673.08","674.88","674.88","3412391","3412391","-4.12","-0.60677","678.49","June 28, 24","-0.0060677",
"2024-06-27","679.35","688.57","678.14","684.34","684.34","2404849","2404849","4.99","0.73453","682.6","June 27, 24","0.0073453",
"2024-06-26","672.41","682.96","670.02","677.69","677.69","3545815","3545815","5.28","0.78524","675.77","June 26, 24","0.0078524",
"2024-06-25","673.44","673.67","662.3","672.41","672.41","2278768","2278768","-1.03","-0.15295","670.455","June 25, 24","-0.0015295",
"2024-06-24","685","685.5","664.5","669.02","669.02","3916335","3916335","-15.98","-2.33","676.005","June 24, 24","-0.0233",
"2024-06-21","683.26","686.9","678.1","686.12","686.12","4557086","4557086","2.86","0.41858","683.595","June 21, 24","0.0041858",
"2024-06-20","681.8","689.88","673.72","679.03","679.03","2585089","2585089","-2.77","-0.40628","681.1075","June 20, 24","-0.0040628",
"2024-06-18","675.63","687.06","674.64","685.67","685.67","2943775","2943775","10.04","1.49","680.75","June 18, 24","0.0149",
"2024-06-17","669.11","682.71","665.11","675.83","675.83","3631184","3631184","6.72","1","673.19","June 17, 24","0.01",
"2024-06-14","655.05","675.58","652.64","669.38","669.38","4447116","4447116","14.33","2.19","663.1625","June 14, 24","0.0219",
"2024-06-13","644","655.25","642.35","653.26","653.26","1863587","1863587","9.26","1.44","648.715","June 13, 24","0.0144",
"2024-06-12","652.21","655.78","643.11","650.06","650.06","2094381","2094381","-2.15","-0.32965","650.29","June 12, 24","-0.0032965",
"2024-06-11","640.72","650.19","640.52","648.55","648.55","2167417","2167417","7.83","1.22","644.995","June 11, 24","0.0122",
"2024-06-10","641.01","644.79","635.59","644.5","644.5","2066759","2066759","3.49","0.54445","641.4725","June 10, 24","0.0054445",
"2024-06-07","649.38","650.4","640.24","641.47","641.47","1876631","1876631","-7.91","-1.22","645.3725","June 07, 24","-0.0122",
"2024-06-06","644.89","657.99","644.24","648.52","648.52","2466664","2466664","3.63","0.56289","648.91","June 06, 24","0.0056289",
"2024-06-05","634.02","651.25","628.25","650.27","650.27","2682614","2682614","16.25","2.56","640.9475","June 05, 24","0.0256",
"2024-06-04","633.78","635.23","626.44","631.62","631.62","3008151","3008151","-2.16","-0.34081","631.7675","June 04, 24","-0.0034081",
"2024-06-03","645.22","646.78","627.27","633.79","633.79","2323506","2323506","-11.43","-1.77","638.265","June 03, 24","-0.0177",
"2024-05-31","644.01","648.58","628.3","641.62","641.62","4071023","4071023","-2.39","-0.37111","640.6275","May 31, 24","-0.0037111",
"2024-05-30","653.52","656.49","644.73","647.66","647.66","2393354","2393354","-5.86","-0.89668","650.6","May 30, 24","-0.0089668",
"2024-05-29","644.13","664.25","643.89","654.62","654.62","3695935","3695935","10.49","1.63","651.7225","May 29, 24","0.0163",
"2024-05-28","647.05","649.75","643.03","649","649","2609451","2609451","1.95","0.30137","647.2075","May 28, 24","0.0030137",
"2024-05-24","639.4","652","637.6","646.75","646.75","2615260","2615260","7.35","1.15","643.9375","May 24, 24","0.0115",
"2024-05-23","642.34","642.71","630","635.67","635.67","2313939","2313939","-6.67","-1.04","637.68","May 23, 24","-0.0104",
"2024-05-22","647.14","649.25","638.12","640.47","640.47","2176174","2176174","-6.67","-1.03","643.745","May 22, 24","-0.0103",
"2024-05-21","636.76","650.88","634.22","650.61","650.61","2920155","2920155","13.85","2.18","643.1175","May 21, 24","0.0218",
"2024-05-20","620.4","644.37","619.52","640.82","640.82","3857853","3857853","20.42","3.29","631.2775","May 20, 24","0.0329",
"2024-05-17","617","625.79","614.71","621.1","621.1","3782708","3782708","4.1","0.66451","619.65","May 17, 24","0.0066451",
"2024-05-16","615.75","618.34","609.09","610.52","610.52","3056350","3056350","-5.23","-0.84937","613.425","May 16, 24","-0.0084937",
"2024-05-15","618.57","624.1","609.1","613.52","613.52","5670607","5670607","-5.05","-0.8164","616.3225","May 15, 24","-0.008164",
"2024-05-14","615.17","621.48","608.4","613.66","613.66","2792358","2792358","-1.51","-0.24546","614.6775","May 14, 24","-0.0024546",
"2024-05-13","614.3","618.22","606.83","616.59","616.59","2086197","2086197","2.29","0.37278","613.985","May 13, 24","0.0037278",
"2024-05-10","619","623.98","605.06","610.87","610.87","2653586","2653586","-8.13","-1.31","614.7275","May 10, 24","-0.0131",
"2024-05-09","614.4","615.72","605.75","612.09","612.09","2065375","2065375","-2.31","-0.37598","611.99","May 09, 24","-0.0037598",
"2024-05-08","601.63","618.22","601.63","609.47","609.47","3093904","3093904","7.84","1.3","607.7375","May 08, 24","0.013",
"2024-05-07","596.28","606.05","591.32","606","606","3614092","3614092","9.72","1.63","599.9125","May 07, 24","0.0163",
"2024-05-06","581.82","597.34","580.25","596.97","596.97","3686337","3686337","15.15","2.6","589.095","May 06, 24","0.026",
"2024-05-03","566","580.26","565.16","579.34","579.34","3307524","3307524","13.34","2.36","572.69","May 03, 24","0.0236",
"2024-05-02","556.02","565.46","555.59","565.15","565.15","3068228","3068228","9.13","1.64","560.555","May 02, 24","0.0164",
"2024-05-01","547.84","560.39","544.25","551.71","551.71","3473233","3473233","3.87","0.70641","551.0475","May 01, 24","0.0070641",
"2024-04-30","560","560","549.38","550.64","550.64","3361492","3361492","-9.36","-1.67","555.005","April 30, 24","-0.0167",
"2024-04-29","559.18","559.64","554.24","559.49","559.49","2508882","2508882","0.31","0.05543832","558.1375","April 29, 24","0.0005543832",
"2024-04-26","558.21","562.92","553.19","561.23","561.23","4332593","4332593","3.02","0.54102","558.8875","April 26, 24","0.0054102",
"2024-04-25","549.46","566.54","545.71","564.8","564.8","3807101","3807101","15.34","2.79","556.6275","April 25, 24","0.0279",
"2024-04-24","574.31","576.91","551.3","555.12","555.12","5355312","5355312","-19.19","-3.34","564.41","April 24, 24","-0.0334",
"2024-04-23","556.49","579.21","555.28","577.75","577.75","4975520","4975520","21.26","3.82","567.1825","April 23, 24","0.0382",
"2024-04-22","550.66","558.61","542.01","554.6","554.6","8597651","8597651","3.94","0.71551","551.47","April 22, 24","0.0071551",
"2024-04-19","567.88","579","552.16","555.04","555.04","16449699","16449699","-12.84","-2.26","563.52","April 19, 24","-0.0226",
"2024-04-18","612.1","621.33","605.43","610.56","610.56","8468407","8468407","-1.54","-0.25159","612.355","April 18, 24","-0.0025159",
"2024-04-17","620.97","620.97","607.71","613.69","613.69","3312222","3312222","-7.28","-1.17","615.835","April 17, 24","-0.0117",
"2024-04-16","607.5","622.45","607.5","617.52","617.52","3519122","3519122","10.02","1.65","613.7425","April 16, 24","0.0165",
"2024-04-15","630.17","630.17","603.87","607.15","607.15","3085394","3085394","-23.02","-3.65","617.84","April 15, 24","-0.0365",
"2024-04-12","628.23","633.12","618.92","622.83","622.83","2959269","2959269","-5.4","-0.85956","625.775","April 12, 24","-0.0085956",
"2024-04-11","624.42","631.66","617.24","628.78","628.78","2662662","2662662","4.36","0.69825","625.525","April 11, 24","0.0069825",
"2024-04-10","610.97","620.14","609.34","618.58","618.58","2806248","2806248","7.61","1.25","614.7575","April 10, 24","0.0125",
"2024-04-09","631.99","631.99","615.63","618.2","618.2","2146635","2146635","-13.79","-2.18","624.4525","April 09, 24","-0.0218",
"2024-04-08","636.39","639","628.11","628.41","628.41","2145731","2145731","-7.98","-1.25","632.9775","April 08, 24","-0.0125",
"2024-04-05","624.92","637.91","622.71","636.18","636.18","3378842","3378842","11.26","1.8","630.43","April 05, 24","0.018",
"2024-04-04","633.21","638","616.58","617.14","617.14","3064349","3064349","-16.07","-2.54","626.2325","April 04, 24","-0.0254",
"2024-04-03","612.75","630.41","611.5","630.08","630.08","2931231","2931231","17.34","2.83","621.185","April 03, 24","0.0283",
"2024-04-02","611","615.03","605.51","614.21","614.21","2029217","2029217","3.21","0.52537","611.4375","April 02, 24","0.0052537",
"2024-04-01","608","615.11","605.57","614.31","614.31","2115925","2115925","6.31","1.04","610.7475","April 01, 24","0.0104",
"2024-03-28","614.99","615","601.59","607.33","607.33","3708803","3708803","-7.66","-1.25","609.7275","March 28, 24","-0.0125",
"2024-03-27","629.01","631.35","610.73","613.53","613.53","2628267","2628267","-15.48","-2.46","621.155","March 27, 24","-0.0246",
"2024-03-26","625.2","634.39","619.18","629.24","629.24","2804453","2804453","4.04","0.64619","627.0025","March 26, 24","0.0064619",
"2024-03-25","627.9","630.46","623.16","627.46","627.46","1803264","1803264","-0.44","-0.07007485","627.245","March 25, 24","-0.0007007485",
"2024-03-22","624.16","629.05","621","628.01","628.01","2135688","2135688","3.85","0.61683","625.555","March 22, 24","0.0061683",
"2024-03-21","630.65","634.36","622.33","622.71","622.71","2507671","2507671","-7.94","-1.26","627.5125","March 21, 24","-0.0126",
"2024-03-20","619.95","629.51","618.34","627.69","627.69","2639509","2639509","7.74","1.25","623.8725","March 20, 24","0.0125",
"2024-03-19","615.62","621.28","608","620.74","620.74","2142613","2142613","5.12","0.83168","616.41","March 19, 24","0.0083168",
"2024-03-18","613.56","627.41","610.45","618.39","618.39","3344244","3344244","4.83","0.78721","617.4525","March 18, 24","0.0078721",
"2024-03-15","622.92","622.92","603.82","605.88","605.88","6671629","6671629","-17.04","-2.74","613.885","March 15, 24","-0.0274",
"2024-03-14","615","620.8","607.35","613.01","613.01","3120452","3120452","-1.99","-0.32358","614.04","March 14, 24","-0.0032358",
"2024-03-13","613.37","614.85","607.21","609.45","609.45","2192094","2192094","-3.92","-0.63909","611.22","March 13, 24","-0.0063909",
"2024-03-12","600.21","615.3","596.27","611.08","611.08","2821631","2821631","10.87","1.81","605.715","March 12, 24","0.0181",
"2024-03-11","608.08","611","600.37","600.93","600.93","2500940","2500940","-7.15","-1.18","605.095","March 11, 24","-0.0118",
"2024-03-08","608.27","616.09","600.84","604.82","604.82","2777243","2777243","-3.45","-0.56718","607.505","March 08, 24","-0.0056718",
"2024-03-07","599.34","610.53","595.9","608.51","608.51","2742805","2742805","9.17","1.53","603.57","March 07, 24","0.0153",
"2024-03-06","602.99","607.93","593.56","597.69","597.69","2469592","2469592","-5.3","-0.87895","600.5425","March 06, 24","-0.0087895",
"2024-03-05","610.1","610.91","592","598.5","598.5","3849563","3849563","-11.6","-1.9","602.8775","March 05, 24","-0.019",
"2024-03-04","621.56","624.42","615.08","615.83","615.83","3020306","3020306","-5.73","-0.92187","619.2225","March 04, 24","-0.0092187",
"2024-03-01","599.81","620.28","599.5","619.34","619.34","4270305","4270305","19.53","3.26","609.7325","March 01, 24","0.0326",
"2024-02-29","604.25","604.52","595.16","602.92","602.92","3572082","3572082","-1.33","-0.22011","601.7125","February 29, 24","-0.0022011",
"2024-02-28","595.79","598.17","590.01","596.48","596.48","2605242","2605242","0.69","0.11581","595.1125","February 28, 24","0.0011581",
"2024-02-27","595","605.36","592.33","601.67","601.67","4489355","4489355","6.67","1.12","598.59","February 27, 24","0.0112",
"2024-02-26","583.56","590.75","583.27","587.65","587.65","2393712","2393712","4.09","0.70087","586.3075","February 26, 24","0.0070087",
"2024-02-23","586.4","592.43","579.82","583.56","583.56","2568852","2568852","-2.84","-0.48431","585.5525","February 23, 24","-0.0048431",
"2024-02-22","582.75","590.85","578.89","588.47","588.47","3526597","3526597","5.72","0.98155","585.24","February 22, 24","0.0098155",
"2024-02-21","573.51","575.78","567.32","573.35","573.35","2281143","2281143","-0.16","-0.02789838","572.49","February 21, 24","-0.0002789838",
"2024-02-20","580.18","586","569.66","575.13","575.13","3124236","3124236","-5.05","-0.87042","577.7425","February 20, 24","-0.0087042",
"2024-02-16","596.95","597","577.46","583.95","583.95","4325689","4325689","-13","-2.18","588.84","February 16, 24","-0.0218",
"2024-02-15","581.91","593.77","580.32","593.46","593.46","5220938","5220938","11.55","1.98","587.365","February 15, 24","0.0198",
"2024-02-14","567.26","581.25","564.34","579.33","579.33","5634226","5634226","12.07","2.13","573.045","February 14, 24","0.0213",
"2024-02-13","550.8","559.2","549","554.52","554.52","3511453","3511453","3.72","0.67538","553.38","February 13, 24","0.0067538",
"2024-02-12","560.36","568.44","557","557.85","557.85","3608487","3608487","-2.51","-0.44793","560.9125","February 12, 24","-0.0044793",
"2024-02-09","565","566","558.1","561.32","561.32","3055698","3055698","-3.68","-0.65133","562.605","February 09, 24","-0.0065133",
"2024-02-08","560.55","563.7","555.74","558.53","558.53","3175468","3175468","-2.02","-0.36036","559.63","February 08, 24","-0.0036036",
"2024-02-07","558.16","567.8","554.98","559.3","559.3","4373591","4373591","1.14","0.20424","560.06","February 07, 24","0.0020424",
"2024-02-06","564.12","566.34","554.37","555.88","555.88","2840300","2840300","-8.24","-1.46","560.1775","February 06, 24","-0.0146",
"2024-02-05","562.47","575.75","557.2","562.06","562.06","4143099","4143099","-0.41","-0.07289278","564.37","February 05, 24","-0.0007289278",
"2024-02-02","564.52","567.8","562.37","564.64","564.64","4032843","4032843","0.12","0.021257","564.8325","February 02, 24","0.00021257",
"2024-02-01","567.02","572.66","563.83","567.51","567.51","3174002","3174002","0.49","0.0864167","567.755","February 01, 24","0.000864167",
"2024-01-31","562.85","572.15","562.04","564.11","564.11","4857599","4857599","1.26","0.22386","565.2875","January 31, 24","0.0022386",
"2024-01-30","567.32","570.88","560.82","562.85","562.85","6181798","6181798","-4.47","-0.78792","565.4675","January 30, 24","-0.0078792",
"2024-01-29","571.35","578.55","562.68","575.79","575.79","6905390","6905390","4.44","0.77711","572.0925","January 29, 24","0.0077711",
"2024-01-26","561.81","579.64","558.43","570.42","570.42","12770571","12770571","8.61","1.53","567.575","January 26, 24","0.0153",
"2024-01-25","551.95","563.46","548.46","562","562","9451915","9451915","10.05","1.82","556.4675","January 25, 24","0.0182",
"2024-01-24","537.75","562.5","537.07","544.87","544.87","26432797","26432797","7.12","1.32","545.5475","January 24, 24","0.0132",
"2024-01-23","492","498.96","481.4","492.19","492.19","15506024","15506024","0.19","0.03861789","491.1375","January 23, 24","0.0003861789",
"2024-01-22","487.55","489.8","479.9","485.71","485.71","5212309","5212309","-1.84","-0.3774","485.74","January 22, 24","-0.003774",
"2024-01-19","484.98","485.67","476.06","482.95","482.95","5672351","5672351","-2.03","-0.41857","482.415","January 19, 24","-0.0041857",
"2024-01-18","480.03","485.77","478.02","485.31","485.31","4054399","4054399","5.28","1.1","482.2825","January 18, 24","0.011",
"2024-01-17","484.5","486.21","475.26","480.33","480.33","4894593","4894593","-4.17","-0.86068","481.575","January 17, 24","-0.0086068",
"2024-01-16","490","494.15","478.02","481.24","481.24","4678974","4678974","-8.76","-1.79","485.8525","January 16, 24","-0.0179",
"2024-01-12","500.51","500.79","490.61","492.16","492.16","5003718","5003718","-8.35","-1.67","496.0175","January 12, 24","-0.0167",
"2024-01-11","492.54","503.41","483.82","492.23","492.23","7993265","7993265","-0.31","-0.06293905","493","January 11, 24","-0.0006293905",
"2024-01-10","481.6","487","472.95","478.33","478.33","4342448","4342448","-3.27","-0.67899","479.97","January 10, 24","-0.0067899",
"2024-01-09","475.53","485.09","473.8","482.09","482.09","3526757","3526757","6.56","1.38","479.1275","January 09, 24","0.0138",
"2024-01-08","473.89","485.24","473.65","485.03","485.03","3675775","3675775","11.14","2.35","479.4525","January 08, 24","0.0235",
"2024-01-05","476.5","479.55","471.8","474.06","474.06","2631250","2631250","-2.44","-0.51207","475.4775","January 05, 24","-0.0051207",
"2024-01-04","472.98","480.74","466.53","474.67","474.67","3636513","3636513","1.69","0.35731","473.73","January 04, 24","0.0035731",
"2024-01-03","467.32","475.05","465.77","470.26","470.26","3443694","3443694","2.94","0.62912","469.6","January 03, 24","0.0062912",
"2024-01-02","483.19","484.65","461.86","468.5","468.5","5049423","5049423","-14.69","-3.04","474.55","January 02, 24","-0.0304",
"2023-12-29","490.37","492.23","481.94","486.88","486.88","2740555","2740555","-3.49","-0.71171","487.855","December 29, 23","-0.0071171",
"2023-12-28","492","492.89","489.07","490.51","490.51","1710492","1710492","-1.49","-0.30285","491.1175","December 28, 23","-0.0030285",
"2023-12-27","491.24","494.02","489.25","491.79","491.79","2561330","2561330","0.55","0.11196","491.575","December 27, 23","0.0011196",
"2023-12-26","489.39","491.48","486.38","491.19","491.19","2034517","2034517","1.8","0.3678","489.61","December 26, 23","0.003678",
"2023-12-22","494","496.02","485.45","486.76","486.76","2702672","2702672","-7.24","-1.47","490.5575","December 22, 23","-0.0147",
"2023-12-21","492.66","494.4","486.77","491.61","491.61","2756225","2756225","-1.05","-0.21313","491.36","December 21, 23","-0.0021313",
"2023-12-20","492","500.89","488.39","489.27","489.27","4563690","4563690","-2.73","-0.55488","492.6375","December 20, 23","-0.0055488",
"2023-12-19","488.4","496.14","484.06","495.02","495.02","3849014","3849014","6.62","1.36","490.905","December 19, 23","0.0136",
"2023-12-18","476.3","492.04","475.1","486.12","486.12","6410660","6410660","9.82","2.06","482.39","December 18, 23","0.0206",
"2023-12-15","467.3","473","467.3","472.06","472.06","7840992","7840992","4.76","1.02","469.915","December 15, 23","0.0102",
"2023-12-14","480.36","480.76","464.76","469.83","469.83","5176437","5176437","-10.53","-2.19","473.9275","December 14, 23","-0.0219",
"2023-12-13","461.98","481.25","461.98","479.98","479.98","5820192","5820192","18","3.9","471.2975","December 13, 23","0.039",
"2023-12-12","465.23","465.61","459.2","463","463","3302660","3302660","-2.23","-0.47933","463.26","December 12, 23","-0.0047933",
"2023-12-11","459.36","470.65","457.21","459.89","459.89","4929662","4929662","0.53","0.11538","461.7775","December 11, 23","0.0011538",
"2023-12-08","450.76","455.5","450.76","453.76","453.76","3458384","3458384","3","0.66554","452.695","December 08, 23","0.0066554",
"2023-12-07","450.85","452.89","448.32","452","452","3506722","3506722","1.15","0.25507","451.015","December 07, 23","0.0025507",
"2023-12-06","460","460.5","445.73","446.73","446.73","4178755","4178755","-13.27","-2.88","453.24","December 06, 23","-0.0288",
"2023-12-05","450.7","456.39","449.58","455.15","455.15","3380674","3380674","4.45","0.98735","452.955","December 05, 23","0.0098735",
"2023-12-04","460.99","461.2","451.2","453.9","453.9","5157713","5157713","-7.09","-1.54","456.8225","December 04, 23","-0.0154",
"2023-12-01","473.17","475.2299","464.6","465.74","465.74","4341471","4338100","-7.43","-1.57","468.04","December 01, 23","-0.0157",
"2023-11-30","475.31","478.5907","470.42","473.97","473.97","4287349","4287300","-1.34","-0.28192","473.8","November 30, 23","-0.0028192",
"2023-11-29","479","480.9885","474.49","477.19","477.19","2855540","2855500","-1.81","-0.37787","477.65","November 29, 23","-0.0037787",
"2023-11-28","478.11","480.5","475.95","479","479","2890164","2890200","0.89","0.18615","478","November 28, 23","0.0018615",
"2023-11-27","479.03","482","475.35","479.17","479.17","3625924","3625900","0.14","0.02922573","479.06","November 27, 23","0.0002922573",
"2023-11-24","477.11","480.4","475.2","479.56","479.56","1398982","1404700","2.45","0.51351","479.04","November 24, 23","0.0051351",
"2023-11-22","476.8","482.7","476.56","478","478","2843891","2841600","1.2","0.25168","479.12","November 22, 23","0.0025168",
"2023-11-21","472.63","477.02","471.21","474.95","474.95","2997723","2997700","2.32","0.49087","475.02","November 21, 23","0.0049087",
"2023-11-20","465.4","476.7558","465.4","474.47","474.47","3611495","3617600","9.07","1.95","472.63","November 20, 23","0.0195",
"2023-11-17","466.95","467.65","462.76","465.91","465.91","2793314","2798500","-1.04","-0.22272","465.42","November 17, 23","-0.0022272",
"2023-11-16","463","467.28","459.65","466.95","466.95","3655974","3656000","3.95","0.85313","465.03","November 16, 23","0.0085313",
"2023-11-15","452.81","462.7499","452.45","461.94","461.94","4975283","5035300","9.13","2.02","460.07","November 15, 23","0.0202",
"2023-11-14","448.78","454.075","445.64","448.65","448.65","4060884","4060900","-0.13","-0.02896742","450","November 14, 23","-0.0002896742",
"2023-11-13","447.25","448.43","442.6","444.62","444.62","2896143","2896100","-2.63","-0.58804","445.42","November 13, 23","-0.0058804",
"2023-11-10","437.48","447.48","435.51","447.24","447.24","4433884","4440600","9.76","2.23","443.98","November 10, 23","0.0223",
"2023-11-09","438.03","440.38","434.35","435.15","435.15","2735507","2735500","-2.88","-0.65749","436.99","November 09, 23","-0.0065749",
"2023-11-08","435","438.07","433.68","436.65","436.65","2356845","2356800","1.65","0.37931","435.6","November 08, 23","0.0037931",
"2023-11-07","436.18","437.64","431","434.61","434.61","3291064","3291100","-1.57","-0.35994","435.08","November 07, 23","-0.0035994",
"2023-11-06","434.38","435.03","429.61","434.74","434.74","3003235","3003200","0.36","0.08287674","432.8","November 06, 23","0.0008287674",
"2023-11-03","428.76","434.815","425.53","432.36","432.36","3667051","3664800","3.6","0.83963","431.63","November 03, 23","0.0083963",
"2023-11-02","421.17","426.69","417.1","424.71","424.71","4475984","4476000","3.54","0.84052","423.27","November 02, 23","0.0084052",
"2023-11-01","414.77","420.6","414.1798","420.19","420.19","4806108","4806100","5.42","1.31","417.98","November 01, 23","0.0131",
"2023-10-31","409.24","412.52","404.6301","411.69","411.69","3877623","3877600","2.45","0.59867","409.16","October 31, 23","0.0059867",
"2023-10-30","402.35","412.82","399.41","410.08","410.08","5317149","5317100","7.73","1.92","408.45","October 30, 23","0.0192",
"2023-10-27","406.42","410.21","395.62","397.87","397.87","4993487","4997600","-8.55","-2.1","400.23","October 27, 23","-0.021",
"2023-10-26","411.42","417.31","401.5444","403.54","403.54","6849702","6849700","-7.88","-1.92","407.57","October 26, 23","-0.0192",
"2023-10-25","416.02","418.84","410.11","411.25","411.25","6299587","6299600","-4.77","-1.15","413.31","October 25, 23","-0.0115",
"2023-10-24","409.68","416.6899","408.39","413.73","413.73","6459247","6459200","4.05","0.98858","412.64","October 24, 23","0.0098858",
"2023-10-23","403.32","407.54","398.5201","406.84","406.84","7323532","7390000","3.52","0.87276","404.4","October 23, 23","0.0087276",
"2023-10-20","405.63","410.64","398.01","400.96","400.96","12769942","12768900","-4.67","-1.15","403.4","October 20, 23","-0.0115",
"2023-10-19","404.74","408.95","392.2601","401.77","401.77","28074416","28074400","-2.97","-0.7338","400.37","October 19, 23","-0.007338",
"2023-10-18","351","354.79","344.73","346.19","346.19","11426847","11429600","-4.81","-1.37","349.18","October 18, 23","-0.0137",
"2023-10-17","361.1","362.7049","353.89","355.72","355.72","5908412","5908400","-5.38","-1.49","357.51","October 17, 23","-0.0149",
