date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
"2024-02-22","173.1","174.8","171.77","174.58","174.58","55392354","55392354","1.48","0.855","173.5625","February 22, 24","0.00855",
"2024-02-21","168.94","170.23","167.14","168.59","168.59","44575623","44575623","-0.35","-0.20717","168.725","February 21, 24","-0.0020717",
"2024-02-20","167.83","168.71","165.74","167.08","167.08","41980326","41980326","-0.75","-0.44688","167.34","February 20, 24","-0.0044688",
"2024-02-16","168.74","170.42","167.17","169.51","169.51","48107744","48107744","0.77","0.45632","168.96","February 16, 24","0.0045632",
"2024-02-15","170.58","171.17","167.59","169.8","169.8","49855196","49855196","-0.78","-0.45726","169.785","February 15, 24","-0.0045726",
"2024-02-14","169.21","171.21","168.28","170.98","170.98","42815544","42815544","1.77","1.05","169.92","February 14, 24","0.0105",
"2024-02-13","167.73","170.95","165.75","168.64","168.64","56345122","56345122","0.91","0.54254","168.2675","February 13, 24","0.0054254",
"2024-02-12","174.8","175.39","171.54","172.34","172.34","51050440","51050440","-2.46","-1.41","173.5175","February 12, 24","-0.0141",
"2024-02-09","170.9","175","170.58","174.45","174.45","56985986","56985986","3.55","2.08","172.7325","February 09, 24","0.0208",
"2024-02-08","169.65","171.43","168.88","169.84","169.84","42316454","42316454","0.19","0.112","169.95","February 08, 24","0.00112",
"2024-02-07","169.48","170.88","168.94","170.53","170.53","47174060","47174060","1.05","0.61954","169.9575","February 07, 24","0.0061954",
"2024-02-06","169.39","170.71","167.65","169.15","169.15","42505518","42505518","-0.24","-0.14168","169.225","February 06, 24","-0.0014168",
"2024-02-05","170.2","170.55","167.7","170.31","170.31","55081297","55081297","0.11","0.06462985","169.69","February 05, 24","0.0006462985",
"2024-02-02","169.19","172.5","167.33","171.81","171.81","117218313","117218313","2.62","1.55","170.2075","February 02, 24","0.0155",
"2024-02-01","155.87","159.76","155.62","159.28","159.28","76542419","76542419","3.41","2.19","157.6325","February 01, 24","0.0219",
"2024-01-31","157","159.01","154.81","155.2","155.2","50284371","50284371","-1.8","-1.15","156.505","January 31, 24","-0.0115",
"2024-01-30","160.7","161.73","158.49","159","159","45207430","45207430","-1.7","-1.06","159.98","January 30, 24","-0.0106",
"2024-01-29","159.34","161.29","158.9","161.26","161.26","45270385","45270385","1.92","1.2","160.1975","January 29, 24","0.012",
"2024-01-26","158.42","160.72","157.91","159.12","159.12","51047353","51047353","0.7","0.44186","159.0425","January 26, 24","0.0044186",
"2024-01-25","156.95","158.51","154.55","157.75","157.75","43638592","43638592","0.8","0.50972","156.94","January 25, 24","0.0050972",
"2024-01-24","157.8","158.51","156.48","156.87","156.87","48547315","48547315","-0.93","-0.58935","157.415","January 24, 24","-0.0058935",
"2024-01-23","154.85","156.21","153.93","156.02","156.02","37986039","37986039","1.17","0.75557","155.2525","January 23, 24","0.0075557",
"2024-01-22","156.89","157.05","153.9","154.78","154.78","43687468","43687468","-2.11","-1.34","155.655","January 22, 24","-0.0134",
"2024-01-19","153.83","155.76","152.74","155.34","155.34","51651628","51651628","1.51","0.9816","154.4175","January 19, 24","0.009816",
"2024-01-18","152.77","153.78","151.82","153.5","153.5","37850245","37850245","0.73","0.47784","152.9675","January 18, 24","0.0047784",
"2024-01-17","151.49","152.15","149.91","151.71","151.71","34953363","34953363","0.22","0.14522","151.315","January 17, 24","0.0014522",
"2024-01-16","153.53","154.99","152.15","153.16","153.16","41384636","41384636","-0.37","-0.241","153.4575","January 16, 24","-0.00241",
"2024-01-12","155.39","156.2","154.01","154.62","154.62","40484155","40484155","-0.77","-0.49553","155.055","January 12, 24","-0.0049553",
"2024-01-11","155.04","157.17","153.12","155.18","155.18","49072691","49072691","0.14","0.09029928","155.1275","January 11, 24","0.0009029928",
"2024-01-10","152.06","154.42","151.88","153.73","153.73","44421830","44421830","1.67","1.1","153.0225","January 10, 24","0.011",
"2024-01-09","148.33","151.71","148.21","151.37","151.37","43812567","43812567","3.04","2.05","149.905","January 09, 24","0.0205",
"2024-01-08","146.74","149.4","146.15","149.1","149.1","46757053","46757053","2.36","1.61","147.8475","January 08, 24","0.0161",
"2024-01-05","144.69","146.59","144.53","145.24","145.24","45153147","45153147","0.55","0.38012","145.2625","January 05, 24","0.0038012",
"2024-01-04","145.59","147.38","144.05","144.57","144.57","56039807","56039807","-1.02","-0.7006","145.3975","January 04, 24","-0.007006",
"2024-01-03","149.2","151.05","148.33","148.47","148.47","49425495","49425495","-0.73","-0.48928","149.2625","January 03, 24","-0.0048928",
"2024-01-02","151.54","152.38","148.39","149.93","149.93","47339424","47339424","-1.61","-1.06","150.56","January 02, 24","-0.0106",
"2023-12-29","153.1","153.89","151.03","151.94","151.94","39823204","39823204","-1.16","-0.75767","152.49","December 29, 23","-0.0075767",
"2023-12-28","153.72","154.08","152.95","153.38","153.38","27057002","27057002","-0.34","-0.22118","153.5325","December 28, 23","-0.0022118",
"2023-12-27","153.56","154.78","153.12","153.34","153.34","31434733","31434733","-0.22","-0.14327","153.7","December 27, 23","-0.0014327",
"2023-12-26","153.56","153.98","153.03","153.41","153.41","25067222","25067222","-0.15","-0.09768169","153.495","December 26, 23","-0.0009768169",
"2023-12-22","153.77","154.35","152.71","153.42","153.42","29514093","29514093","-0.35","-0.22761","153.5625","December 22, 23","-0.0022761",
"2023-12-21","153.3","153.97","152.1","153.84","153.84","36305733","36305733","0.54","0.35225","153.3025","December 21, 23","0.0035225",
"2023-12-20","152.9","155.63","151.56","152.12","152.12","50322106","50322106","-0.78","-0.51014","153.0525","December 20, 23","-0.0051014",
"2023-12-19","154.4","155.12","152.69","153.79","153.79","43171292","43171292","-0.61","-0.39508","154","December 19, 23","-0.0039508",
"2023-12-18","150.56","154.85","150.05","154.07","154.07","62512828","62512828","3.51","2.33","152.3825","December 18, 23","0.0233",
"2023-12-15","148.38","150.57","147.88","149.97","149.97","110089342","110089342","1.59","1.07","149.2","December 15, 23","0.0107",
"2023-12-14","149.93","150.54","145.52","147.42","147.42","58400848","58400848","-2.51","-1.67","148.3525","December 14, 23","-0.0167",
"2023-12-13","148.12","149.46","146.82","148.84","148.84","52766196","52766196","0.72","0.48609","148.31","December 13, 23","0.0048609",
"2023-12-12","145.52","147.5","145.3","147.48","147.48","44944264","44944264","1.96","1.35","146.45","December 12, 23","0.0135",
"2023-12-11","145.66","146.19","143.64","145.89","145.89","50907288","50907288","0.23","0.1579","145.345","December 11, 23","0.001579",
"2023-12-08","145.48","147.84","145.4","147.42","147.42","41905965","41905965","1.94","1.33","146.535","December 08, 23","0.0133",
"2023-12-07","146.15","147.92","145.34","146.88","146.88","52352830","52352830","0.73","0.49949","146.5725","December 07, 23","0.0049949",
"2023-12-06","147.58","147.85","144.28","144.52","144.52","39678960","39678960","-3.06","-2.07","146.0575","December 06, 23","-0.0207",
"2023-12-05","143.55","148.57","143.13","146.88","146.88","46822411","46822411","3.33","2.32","145.5325","December 05, 23","0.0232",
"2023-12-04","145.25","145.35","142.81","144.84","144.84","48294244","48294244","-0.41","-0.28227","144.5625","December 04, 23","-0.0028227",
"2023-12-01","146","147.245","145.55","147.03","147.03","39949248","39924600","1.03","0.70548","146.69","December 01, 23","0.0070548",
"2023-11-30","144.76","146.93","144.332","146.09","146.09","65814022","65814000","1.33","0.91876","145.76","November 30, 23","0.0091876",
"2023-11-29","147.85","148.54","145.97","146.32","146.32","40610907","40610900","-1.53","-1.03","146.86","November 29, 23","-0.0103",
"2023-11-28","146.98","147.5999","145.53","147.03","147.03","42711682","42711700","0.05","0.03401823","146.83","November 28, 23","0.0003401823",
"2023-11-27","147.53","149.26","146.88","147.73","147.73","53762428","53762400","0.2","0.13557","148.29","November 27, 23","0.0013557",
"2023-11-24","146.7","147.2","145.32","146.74","146.74","22378379","22378400","0.04","0.02726653","146.37","November 24, 23","0.0002726653",
"2023-11-22","144.57","147.74","144.57","146.71","146.71","45700002","45669100","2.14","1.48","146.79","November 22, 23","0.0148",
"2023-11-21","143.91","144.05","141.5","143.9","143.9","71225992","71226000","-0.01","-0.00694879","143.04","November 21, 23","-0.0000694879",
"2023-11-20","145.13","146.63","144.725","146.13","146.13","41978766","41951200","1","0.68904","145.94","November 20, 23","0.0068904",
"2023-11-17","142.66","145.23","142.545","145.18","145.18","49361537","49636700","2.52","1.77","144.36","November 17, 23","0.0177",
"2023-11-16","140.91","143.32","139.52","142.83","142.83","49653512","49653500","1.92","1.36","142.08","November 16, 23","0.0136",
"2023-11-15","147.06","147.29","142.59","143.2","143.2","63874520","63875700","-3.86","-2.62","143.96","November 15, 23","-0.0262",
"2023-11-14","145","147.26","144.68","145.8","145.8","56674551","56674600","0.8","0.55172","146.14","November 14, 23","0.0055172",
"2023-11-13","142.08","143.23","140.67","142.59","142.59","35680570","35680600","0.51","0.35895","142.38","November 13, 23","0.0035895",
"2023-11-10","140.46","143.65","139.91","143.56","143.56","49349937","49287800","3.1","2.21","142.38","November 10, 23","0.0221",
"2023-11-09","142.02","142.65","139.84","140.6","140.6","36235367","36235400","-1.42","-0.99986","141.24","November 09, 23","-0.0099986",
"2023-11-08","142.97","143.12","141.2183","142.08","142.08","44521658","44521700","-0.89","-0.62251","142.04","November 08, 23","-0.0062251",
"2023-11-07","140.55","143.37","140.5","142.71","142.71","53540937","53553500","2.16","1.54","142.5","November 07, 23","0.0154",
"2023-11-06","138.76","140.73","138.36","139.74","139.74","44772917","44970400","0.98","0.70626","139.69","November 06, 23","0.0070626",
"2023-11-03","138.99","139.49","137.45","138.6","138.6","44059805","44007200","-0.39","-0.2806","138.59","November 03, 23","-0.002806",
"2023-11-02","138.73","138.81","136.47","138.07","138.07","52236693","52236700","-0.66","-0.47574","137.7","November 02, 23","-0.0047574",
"2023-11-01","133.96","137.35","133.71","137","137","61529409","61529400","3.04","2.27","135.78","November 01, 23","0.0227",
"2023-10-31","132.75","133.57","131.71","133.09","133.09","51589380","51589400","0.34","0.25612","132.76","October 31, 23","0.0025612",
"2023-10-30","129.72","133.47","127.63","132.71","132.71","72487505","72485500","2.99","2.3","131.72","October 30, 23","0.023",
"2023-10-27","126.2","130.02","125.52","127.74","127.74","125284313","125309300","1.54","1.22","128.13","October 27, 23","0.0122",
"2023-10-26","120.63","121.6393","118.35","119.57","119.57","100240816","100419500","-1.06","-0.87872","120.58","October 26, 23","-0.0087872",
"2023-10-25","126.04","126.34","120.79","121.39","121.39","74516044","74577500","-4.65","-3.69","122.74","October 25, 23","-0.0369",
"2023-10-24","127.74","128.8","126.34","128.56","128.56","46180180","46477400","0.82","0.64193","127.9","October 24, 23","0.0064193",
"2023-10-23","124.63","127.88","123.98","126.56","126.56","48216183","48260000","1.93","1.55","126.3","October 23, 23","0.0155",
"2023-10-20","128.05","128.17","124.97","125.17","125.17","56317010","56343300","-2.88","-2.25","125.94","October 20, 23","-0.0225",
"2023-10-19","130.565","132.24","127.47","128.4","128.4","60951105","60961400","-2.165","-1.66","129.84","October 19, 23","-0.0166",
"2023-10-18","129.9","130.6699","127.51","128.13","128.13","42623479","42699500","-1.77","-1.36","128.95","October 18, 23","-0.0136",
"2023-10-17","130.39","132.58","128.71","131.47","131.47","49344550","49344600","1.08","0.82828","131.02","October 17, 23","0.0082828",
"2023-10-16","130.69","133.07","130.425","132.55","132.55","42832918","42832900","1.86","1.42","132.12","October 16, 23","0.0142",
"2023-10-13","132.98","133.3145","128.95","129.79","129.79","45824685","45786600","-3.19","-2.4","130.61","October 13, 23","-0.024",
"2023-10-12","132.17","134.48","131.23","132.33","132.33","55528581","55528600","0.16","0.12106","132.84","October 12, 23","0.0012106",
"2023-10-11","129.74","132.05","129.61","131.83","131.83","40513342","40741800","2.09","1.61","130.78","October 11, 23","0.0161",
"2023-10-10","128.82","130.74","128.05","129.48","129.48","42106579","42178600","0.66","0.51234","129.66","October 10, 23","0.0051234",
"2023-10-09","126.22","128.79","124.76","128.26","128.26","38746138","38773700","2.04","1.62","126.99","October 09, 23","0.0162",
"2023-10-06","124.16","128.45","124.13","127.96","127.96","46814698","46795900","3.8","3.06","126.72","October 06, 23","0.0306",
"2023-10-05","126.71","126.73","124.33","125.96","125.96","39657043","39660600","-0.75","-0.5919","125.62","October 05, 23","-0.005919",
"2023-10-04","126.06","127.36","125.68","127","127","44203870","44203900","0.94","0.74568","126.58","October 04, 23","0.0074568",
"2023-10-03","128.06","128.52","124.2544","124.72","124.72","51559991","51565000","-3.34","-2.61","125.47","October 03, 23","-0.0261",
"2023-10-02","127.28","130.47","126.54","129.46","129.46","48029744","48029700","2.18","1.71","128.93","October 02, 23","0.0171",
"2023-09-29","128.2","129.15","126.32","127.12","127.12","62411730","62377600","-1.08","-0.84243","127.58","September 29, 23","-0.0084243",
"2023-09-28","124.04","126.5801","123.04","125.98","125.98","54554968","54555000","1.94","1.56","125.08","September 28, 23","0.0156",
"2023-09-27","125.76","127.48","124.13","125.98","125.98","66445149","66553400","0.22","0.17494","125.43","September 27, 23","0.0017494",
"2023-09-26","130.12","130.39","125.28","125.98","125.98","73007107","73048200","-4.14","-3.18","126.95","September 26, 23","-0.0318",
"2023-09-25","129.36","131.78","128.77","131.27","131.27","46017825","46017800","1.91","1.48","130.85","September 25, 23","0.0148",
"2023-09-22","131.11","132.03","128.52","129.12","129.12","59604348","59859500","-1.99","-1.52","130.16","September 22, 23","-0.0152",
"2023-09-21","131.94","132.24","129.31","129.33","129.33","70343342","70234800","-2.61","-1.98","130.54","September 21, 23","-0.0198",
"2023-09-20","138.55","139.37","135.2","135.29","135.29","46263716","46263700","-3.26","-2.35","136.92","September 20, 23","-0.0235",
"2023-09-19","138.7","138.84","135.56","137.63","137.63","61306070","61482500","-1.07","-0.77145","136.98","September 19, 23","-0.0077145",
"2023-09-18","140.48","141.75","139.22","139.98","139.98","42823480","42823500","-0.5","-0.35592","140.08","September 18, 23","-0.0035592",
"2023-09-15","142.69","143.57","140.09","140.39","140.39","102709327","102861700","-2.3","-1.61","141.01","September 15, 23","-0.0161",
"2023-09-14","145.08","145.86","142.95","144.72","144.72","64033607","64033600","-0.36","-0.24814","144.81","September 14, 23","-0.0024814",
"2023-09-13","140.95","144.98","140.865","144.85","144.85","60463535","60465200","3.9","2.77","143.89","September 13, 23","0.0277",
"2023-09-12","142.32","143","140.61","141.23","141.23","42668452","42668500","-1.09","-0.76588","141.66","September 12, 23","-0.0076588",
"2023-09-11","138.75","143.62","138.64","143.1","143.1","56755075","56764500","4.35","3.14","141.83","September 11, 23","0.0314",
"2023-09-08","136.86","138.8519","136.75","138.23","138.23","38365929","38348200","1.37","1","138.07","September 08, 23","0.01",
"2023-09-07","133.9","138.03","133.16","137.85","137.85","48498912","48498900","3.95","2.95","136.57","September 07, 23","0.0295",
"2023-09-06","136.32","137.45","134.61","135.36","135.36","41785500","41785500","-0.96","-0.70423","135.81","September 06, 23","-0.0070423",
"2023-09-05","137.73","137.8","135.82","137.27","137.27","40636700","40636700","-0.46","-0.33399","136.96","September 05, 23","-0.0033399",
"2023-09-01","139.46","139.96","136.88","138.12","138.12","40948300","40948300","-1.34","-0.96085","138.32","September 01, 23","-0.0096085",
"2023-08-31","135.06","138.79","135","138.01","138.01","58781300","58781300","2.95","2.18","137.27","August 31, 23","0.0218",
"2023-08-30","134.93","135.68","133.92","135.07","135.07","36137000","36137000","0.14","0.10376","134.89","August 30, 23","0.0010376",
"2023-08-29","133.38","135.14","133.25","134.91","134.91","38646100","38646100","1.53","1.15","134.43","August 29, 23","0.0115",
"2023-08-28","133.78","133.95","131.85","133.14","133.14","34108400","34108400","-0.64","-0.4784","132.98","August 28, 23","-0.004784",
"2023-08-25","132.47","133.87","130.58","133.26","133.26","44147500","44147500","0.79","0.59636","132.57","August 25, 23","0.0059636",
"2023-08-24","136.4","136.78","131.83","131.84","131.84","43646300","43646300","-4.56","-3.34","133.48","August 24, 23","-0.0334",
"2023-08-23","134.5","135.95","133.22","135.52","135.52","42801000","42801000","1.02","0.75836","134.9","August 23, 23","0.0075836",
"2023-08-22","135.08","135.65","133.73","134.25","134.25","32935100","32935100","-0.83","-0.61445","134.54","August 22, 23","-0.0061445",
"2023-08-21","133.74","135.19","132.71","134.68","134.68","41442500","41442500","0.94","0.70286","134.19","August 21, 23","0.0070286",
"2023-08-18","131.62","134.07","131.15","133.22","133.22","48469400","48469400","1.6","1.22","132.81","August 18, 23","0.0122",
"2023-08-17","135.46","136.09","133.53","133.98","133.98","48354100","48354100","-1.48","-1.09","134.53","August 17, 23","-0.0109",
"2023-08-16","137.19","137.27","135.01","135.07","135.07","41675900","41675900","-2.12","-1.55","135.78","August 16, 23","-0.0155",
"2023-08-15","140.05","141.28","137.23","137.67","137.67","42781500","42781500","-2.38","-1.7","138.73","August 15, 23","-0.017",
"2023-08-14","138.3","140.59","137.75","140.57","140.57","47148700","47148700","2.27","1.64","139.64","August 14, 23","0.0164",
"2023-08-11","137.4","139.33","137","138.41","138.41","42832100","42832100","1.01","0.73508","138.25","August 11, 23","0.0073508",
"2023-08-10","139.07","140.41","137.49","138.56","138.56","58928400","58928400","-0.51","-0.36672","138.82","August 10, 23","-0.0036672",
"2023-08-09","139.97","140.32","137.1","137.85","137.85","50017300","50017300","-2.12","-1.51","138.42","August 09, 23","-0.0151",
"2023-08-08","140.62","140.84","138.42","139.94","139.94","51710500","51710500","-0.68","-0.48357","139.73","August 08, 23","-0.0048357",
"2023-08-07","140.99","142.54","138.95","142.22","142.22","71213100","71213100","1.23","0.8724","141.24","August 07, 23","0.008724",
"2023-08-04","141.06","143.63","139.32","139.57","139.57","152938700","152938700","-1.49","-1.06","140.84","August 04, 23","-0.0106",
"2023-08-03","127.48","129.84","126.41","128.91","128.91","88585200","88585200","1.43","1.12","128.39","August 03, 23","0.0112",
"2023-08-02","130.15","130.23","126.82","128.21","128.21","51027600","51027600","-1.94","-1.49","128.42","August 02, 23","-0.0149",
"2023-08-01","133.55","133.69","131.62","131.69","131.69","42098500","42098500","-1.86","-1.39","132.33","August 01, 23","-0.0139",
"2023-07-31","133.2","133.87","132.38","133.68","133.68","41901500","41901500","0.48","0.36036","133.31","July 31, 23","0.0036036",
"2023-07-28","129.69","133.01","129.33","132.21","132.21","46317400","46317400","2.52","1.94","131.52","July 28, 23","0.0194",
"2023-07-27","131","132.63","127.79","128.25","128.25","52610700","52610700","-2.75","-2.1","129.56","July 27, 23","-0.021",
"2023-07-26","126.51","129.08","126.11","128.15","128.15","53910100","53910100","1.64","1.3","127.78","July 26, 23","0.013",
"2023-07-25","129.31","129.58","128.53","129.13","129.13","39236700","39236700","-0.18","-0.1392","129.08","July 25, 23","-0.001392",
"2023-07-24","130.31","131.66","128.35","128.8","128.8","45591100","45591100","-1.51","-1.16","129.6","July 24, 23","-0.0116",
"2023-07-21","131.34","131.37","128.42","130","130","133265000","133265000","-1.34","-1.02","129.93","July 21, 23","-0.0102",
"2023-07-20","134.07","134.79","129.33","129.96","129.96","59820600","59820600","-4.11","-3.07","131.36","July 20, 23","-0.0307",
"2023-07-19","133.39","135.99","132.53","135.36","135.36","54531000","54531000","1.97","1.48","134.63","July 19, 23","0.0148",
"2023-07-18","132.71","133.86","131.35","132.83","132.83","54969100","54969100","0.12","0.09042273","132.68","July 18, 23","0.0009042273",
"2023-07-17","134.56","135.62","133.21","133.56","133.56","48450200","48450200","-1","-0.74316","134.13","July 17, 23","-0.0074316",
"2023-07-14","134.06","136.65","134.06","134.68","134.68","54388100","54388100","0.62","0.46248","135.13","July 14, 23","0.0046248",
"2023-07-13","134.04","134.67","132.71","134.3","134.3","61170900","61170900","0.26","0.19397","133.89","July 13, 23","0.0019397",
"2023-07-12","130.31","131.26","128.83","130.8","130.8","54022800","54022800","0.49","0.37603","130.3","July 12, 23","0.0037603",
"2023-07-11","127.75","129.77","127.35","128.78","128.78","49951500","49951500","1.03","0.80626","128.63","July 11, 23","0.0080626",
"2023-07-10","129.07","129.28","125.92","127.13","127.13","61889300","61889300","-1.94","-1.5","127.44","July 10, 23","-0.015",
"2023-07-07","128.59","130.97","128.13","129.78","129.78","41928700","41928700","1.19","0.92542","129.63","July 07, 23","0.0092542",
"2023-07-06","128.25","128.73","127.37","128.36","128.36","40639900","40639900","0.11","0.08576998","128.15","July 06, 23","0.0008576998",
"2023-07-05","130.24","131.4","129.64","130.38","130.38","35895400","35895400","0.14","0.10749","130.47","July 05, 23","0.0010749",
"2023-07-03","130.82","131.85","130.07","130.22","130.22","28264800","28264800","-0.6","-0.45865","130.71","July 03, 23","-0.0045865",
"2023-06-30","129.47","131.25","128.95","130.36","130.36","54310500","54310500","0.89","0.68742","130.19","June 30, 23","0.0068742",
"2023-06-29","128.77","129.26","127.26","127.9","127.9","40761000","40761000","-0.87","-0.67562","128.14","June 29, 23","-0.0067562",
"2023-06-28","128.94","131.48","128.44","129.04","129.04","52149500","52149500","0.1","0.07755545","129.65","June 28, 23","0.0007755545",
"2023-06-27","128.63","130.09","127.55","129.18","129.18","46801000","46801000","0.55","0.42758","128.94","June 27, 23","0.0042758",
"2023-06-26","129.33","131.49","127.1","127.33","127.33","59989300","59989300","-2","-1.55","128.64","June 26, 23","-0.0155",
"2023-06-23","129.11","130.84","128.28","129.33","129.33","71855200","71855200","0.22","0.1704","129.48","June 23, 23","0.001704",
"2023-06-22","125.31","130.33","125.14","130.15","130.15","90354600","90354600","4.84","3.86","128.54","June 22, 23","0.0386",
"2023-06-21","125.64","126.73","123.85","124.83","124.83","52137700","52137700","-0.81","-0.6447","125.14","June 21, 23","-0.006447",
"2023-06-20","124.97","127.25","124.5","125.78","125.78","56930100","56930100","0.81","0.64816","125.84","June 20, 23","0.0064816",
"2023-06-16","127.71","127.9","125.3","125.49","125.49","84188100","84188100","-2.22","-1.74","126.23","June 16, 23","-0.0174",
"2023-06-15","125.21","127.69","124.32","127.11","127.11","60458500","60458500","1.9","1.52","126.37","June 15, 23","0.0152",
"2023-06-14","126.7","126.95","124.12","126.42","126.42","52422500","52422500","-0.28","-0.22099","125.83","June 14, 23","-0.0022099",
"2023-06-13","128.12","128.41","125.18","126.66","126.66","50564800","50564800","-1.46","-1.14","126.75","June 13, 23","-0.0114",
"2023-06-12","124.02","126.78","123.53","126.57","126.57","51338000","51338000","2.55","2.06","125.63","June 12, 23","0.0206",
"2023-06-09","124.08","125.8","123.19","123.43","123.43","51330000","51330000","-0.65","-0.52386","124.14","June 09, 23","-0.0052386",
"2023-06-08","123.01","125.63","122.26","124.25","124.25","62159300","62159300","1.24","1.01","124.05","June 08, 23","0.0101",
"2023-06-07","127.01","127.37","120.63","121.23","121.23","95663300","95663300","-5.78","-4.55","123.08","June 07, 23","-0.0455",
"2023-06-06","125.07","127.4","125","126.61","126.61","45695200","45695200","1.54","1.23","126.34","June 06, 23","0.0123",
"2023-06-05","123.36","125.8","123.03","125.3","125.3","47950100","47950100","1.94","1.57","124.71","June 05, 23","0.0157",
"2023-06-02","124.92","126.39","124.02","124.25","124.25","61215000","61215000","-0.67","-0.53634","124.89","June 02, 23","-0.0053634",
"2023-06-01","120.69","123.49","119.93","122.77","122.77","54375100","54375100","2.08","1.72","122.06","June 01, 23","0.0172",
"2023-05-31","121.45","122.04","119.17","120.58","120.58","72800800","72800800","-0.87","-0.71634","120.6","May 31, 23","-0.0071634",
"2023-05-30","122.37","122.92","119.86","121.66","121.66","64314800","64314800","-0.71","-0.58021","121.48","May 30, 23","-0.0058021",
"2023-05-26","116.04","121.5","116.02","120.11","120.11","96779900","96779900","4.07","3.51","119.21","May 26, 23","0.0351",
"2023-05-25","116.63","116.87","114.31","115","115","66496700","66496700","-1.63","-1.4","115.39","May 25, 23","-0.014",
"2023-05-24","115.35","117.34","115.02","116.75","116.75","63487900","63487900","1.4","1.21","116.37","May 24, 23","0.0121",
"2023-05-23","114.27","117.14","113.78","114.99","114.99","67576300","67576300","0.72","0.63009","115.3","May 23, 23","0.0063009",
"2023-05-22","116.77","116.77","114.25","115.01","115.01","70741100","70741100","-1.76","-1.51","115.34","May 22, 23","-0.0151",
"2023-05-19","118.16","118.31","115.7","116.25","116.25","54990200","54990200","-1.91","-1.62","116.75","May 19, 23","-0.0162",
"2023-05-18","116.69","118.6","116.34","118.15","118.15","73174100","73174100","1.46","1.25","117.7","May 18, 23","0.0125",
"2023-05-17","114.89","115.83","114.22","115.5","115.5","65655200","65655200","0.61","0.53094","115.18","May 17, 23","0.0053094",
"2023-05-16","111.05","114.79","111.05","113.4","113.4","71472900","71472900","2.35","2.12","113.08","May 16, 23","0.0212",
"2023-05-15","111.15","112.29","109.25","111.2","111.2","53011100","53011100","0.05","0.04498426","110.91","May 15, 23","0.0004498426",
"2023-05-12","112.16","112.64","109.32","110.26","110.26","49810100","49810100","-1.9","-1.69","110.74","May 12, 23","-0.0169",
"2023-05-11","111.03","113.28","110.49","112.18","112.18","74924800","74924800","1.15","1.04","111.98","May 11, 23","0.0104",
"2023-05-10","108.1","110.67","108.05","110.19","110.19","78627600","78627600","2.09","1.93","109.64","May 10, 23","0.0193",
"2023-05-09","105.48","106.79","105.16","106.62","106.62","44089400","44089400","1.14","1.08","106.19","May 09, 23","0.0108",
"2023-05-08","105.04","106.1","104.7","105.83","105.83","49430900","49430900","0.79","0.75209","105.54","May 08, 23","0.0075209",
"2023-05-05","104.27","105.76","103.55","105.66","105.66","56912900","56912900","1.39","1.33","104.99","May 05, 23","0.0133",
"2023-05-04","104.04","105.39","103.31","104","104","45345500","45345500","-0.04","-0.03844675","104.23","May 04, 23","-0.0003844675",
"2023-05-03","103.74","105.96","103.28","103.65","103.65","65051900","65051900","-0.09","-0.08675535","104.3","May 03, 23","-0.0008675535",
"2023-05-02","101.47","103.9","101.15","103.63","103.63","73469400","73469400","2.16","2.13","102.89","May 02, 23","0.0213",
"2023-05-01","104.95","105.23","101.82","102.05","102.05","74728100","74728100","-2.9","-2.76","103.03","May 01, 23","-0.0276",
"2023-04-28","107.73","109.48","104.33","105.45","105.45","130565000","130565000","-2.28","-2.12","106.42","April 28, 23","-0.0212",
"2023-04-27","108.16","110.86","106.8","109.82","109.82","149961200","149961200","1.66","1.53","109.16","April 27, 23","0.0153",
"2023-04-26","105.04","106.62","104.1","104.98","104.98","73803800","73803800","-0.06","-0.0571211","105.23","April 26, 23","-0.000571211",
"2023-04-25","104.91","105.45","102.45","102.57","102.57","65026800","65026800","-2.34","-2.23","103.49","April 25, 23","-0.0223",
"2023-04-24","107.66","109.23","105.07","106.21","106.21","69575600","69575600","-1.45","-1.35","106.84","April 24, 23","-0.0135",
"2023-04-21","106.1","108.15","105.08","106.96","106.96","86774200","86774200","0.86","0.81056","106.73","April 21, 23","0.0081056",
"2023-04-20","103.53","105.25","103.21","103.81","103.81","57696900","57696900","0.28","0.27045","104.09","April 20, 23","0.0027045",
"2023-04-19","101.58","105.12","101.39","104.3","104.3","58398900","58398900","2.72","2.68","103.6","April 19, 23","0.0268",
"2023-04-18","103.95","104.2","101.52","102.3","102.3","39790500","39790500","-1.65","-1.59","102.67","April 18, 23","-0.0159",
"2023-04-17","103.16","103.73","101.59","102.74","102.74","39919500","39919500","-0.42","-0.40713","102.69","April 17, 23","-0.0040713",
"2023-04-14","102.07","103.2","101.11","102.51","102.51","51450500","51450500","0.44","0.43108","102.27","April 14, 23","0.0043108",
"2023-04-13","98.95","102.57","98.71","102.4","102.4","67925100","67925100","3.45","3.49","101.23","April 13, 23","0.0349",
"2023-04-12","100.4","100.51","97.71","97.83","97.83","56735000","56735000","-2.57","-2.56","98.68","April 12, 23","-0.0256",
"2023-04-11","100.8","101","99.01","99.92","99.92","60417800","60417800","-0.88","-0.87302","99.98","April 11, 23","-0.0087302",
"2023-04-10","100.96","102.2","99.57","102.17","102.17","37261200","37261200","1.21","1.2","101.31","April 10, 23","0.012",
